    0.4924    40.8209     0.0142    -0.0942     0.0296     0.0432     0.1193 EBRE
   14.7125    37.5956    -2.2741    -0.5823     0.1727     0.2130     0.1471 ECNV
   14.3035    37.5231     0.1773     4.4562     0.2734     0.4197     0.2640 EDEN
   15.0821    37.5136     0.3230     1.8041     0.0697     0.0844     0.0353 EIIV
   10.2111    42.7529    -0.3873     0.4116     0.0408     0.0444     0.0561 ELBA
   10.9347    43.7151     0.0408     0.7388     0.0792     0.1440     0.2138 EMPO
   14.3349    40.5823    -0.6723     0.9897     0.0750     0.0932     0.1791 ENAV
   14.2743    37.5697    -1.2430     4.5925     0.9586     0.8802     0.0584 ENNA
   11.8613    44.3028     0.9131     3.5108     0.1160     0.1333     0.1362 FAEZ
   17.3590    40.8348     1.2900     4.0681     0.1349     0.1199     0.1703 FASA
   13.6669    37.2670    -1.7931     5.3170     0.2945     0.3817     0.1651 FAVR
   11.7238    46.3039    -0.0466     0.4871     0.0556     0.0967     0.1646 FDOS
   11.9756    44.9728     0.9976     1.4629     0.0969     0.1648     0.1703 FE01
   11.9055    46.0318    -2.3154     0.7562     0.8921     2.1332     0.0217 FELT
   16.4548    40.5087     0.1220     4.1318     0.3452     0.6846     0.0180 FENA
   11.6270    44.8136     0.1274     1.6520     0.1439     0.2626     0.2743 FERA
   11.6013    44.8279     0.4474     1.5851     0.1083     0.1987     0.1841 FERR
   12.5877    42.1644    -1.4258     0.9249     0.2808     0.5274     0.0025 FIAN
   11.4735    43.6187     0.1025     2.0109     0.1126     0.1544     0.1607 FIGL
   11.5854    42.8335    -0.6443     0.8591     0.2818     0.5467     0.0263 FIOR
   11.2268    43.7848     0.1327     1.9380     0.2607     0.4391     0.2561 FIPR
   11.3780    44.1183    -0.2713     2.2834     0.1735     0.2024     0.0380 FIRE
   14.7903    40.7705    -0.3920     1.6574     0.3158     0.4077     0.1775 FISC
   12.2301    41.7714    -1.2291    -1.5556     0.2586     0.3151     0.0481 FIUM
   15.8825    46.9531     0.5029     0.7277     0.1218     0.1271     0.1240 FLDB
   15.5321    41.4522     1.3456     3.8627     0.1098     0.1259     0.1354 FOGG
   12.6988    42.9549    -0.4685     2.1271     0.1316     0.1741     0.1573 FOL1
   13.4149    41.3299    -1.4768     1.9477     0.3045     0.6252     0.0162 FON1
   13.4321    41.3560     0.0350     1.9431     0.2632     0.3172     0.0491 FOND
   13.6994    41.2811     0.0936     0.0745     0.1473     0.1646     0.0100 FORM
   10.4112    44.1331     0.5458     3.5095     0.4879     0.9673     0.0525 FOSC
   12.8066    43.6891     1.5208     3.5214     0.1050     0.1902     0.1812 FOSS
   14.6693    41.9735     1.0799     3.3096     0.0726     0.0996     0.1481 FRES
   13.7314    43.1684     1.3522     3.1461     0.1817     0.3249     0.3004 FRMO
   13.3466    41.6380    -0.1964     0.3611     0.2389     0.3364     0.0545 FRO1
   14.2922    42.4177     1.2971     2.9720     0.1163     0.1625     0.0066 FRRA
   14.2253    40.8779     1.5386     3.3871     0.1130     0.1312     0.1683 FRUL
   13.0011    46.4142    -0.1313     0.9790     0.0927     0.1199     0.1123 FUSE
   13.6691    37.3175    -1.5162     2.2147     0.1901     0.3631     0.3459 FVRA
    9.5051    39.8488    -1.5985    -0.7940     0.3356     0.3654     0.1936 GAIR
   14.5665    37.7107    -2.1142     3.6738     0.1149     0.1281     0.0896 GALF
    8.3127    40.5583    -0.1036     0.2251     0.1128     0.2367     0.2820 GALG
   12.2494    44.6769     0.5300     1.4054     0.1265     0.1458     0.1729 GARI
   14.9099    41.5131     0.8327     3.2871     0.1263     0.2298     0.2929 GATE
    8.7026    45.8493     0.1631    -0.2517     0.0976     0.1132     0.0669 GAVI
   10.8889    42.9366    -0.7230     0.9755     0.1246     0.2321     0.1786 GAVO
    9.8287    45.7943     0.2970    -0.0128     0.1014     0.1647     0.1205 GAZZ
    9.0314    40.4166    -0.2319     0.7752     0.2647     0.3290     0.1339 GBON
    8.5274    39.1666     0.2662    -0.0549     0.1454     0.2096     0.1980 GCAR
    8.9211    44.4194     0.2819     0.0043     0.0269     0.0372     0.1273 GENO
    8.9593    44.4027     0.1310     0.4394     0.1385     0.2422     0.1871 GENU
    8.8809    44.4152     0.4553    -0.1262     0.1238     0.2378     0.2206 GENV
   13.5111    43.5745     0.5781     3.1084     0.2700     0.5596     0.0344 GEOT
    5.7870    43.6757    -0.1704    -0.0002     0.0393     0.0547     0.0559 GINA
   13.3764    43.1206     1.6346     3.5619     0.3112     0.5608    -0.0034 GINE
   16.7578    40.5780     1.0416     3.9957     0.1028     0.1211     0.0905 GINO
   15.8948    38.4217     0.7239     3.1391     0.1022     0.1179     0.0772 GIOI
    9.1045    39.7460    -0.1198     0.4098     0.1506     0.3076     0.3174 GISI
   18.4300    40.1244     0.9837     3.5776     0.1055     0.1162     0.1251 GIUR
   30.4967    50.3642    -0.7378    -0.1294     0.0247     0.0262     0.1677 GLSV
   13.5198    42.5837     1.6494     2.7913     0.1213     0.2910     0.0759 GNAL
   12.3850    45.9284    -0.7354     1.9583     0.4298     0.5455     0.0024 GODE
    9.4948    40.9082     0.0093     0.3194     0.1148     0.1994     0.2099 GOLB
   14.7856    49.9137    -0.2269     0.0320     0.0709     0.1324     0.2514 GOPE
   13.6238    45.9433    -0.3302     2.5609     0.1317     0.1408     0.1033 GORI
    9.6938    40.3802     0.1625    -0.0053     0.2586     0.3014    -0.0385 GORO
    8.4334    45.7467    -0.1104     0.2284     0.1452     0.4202     0.3619 GOZZ
   11.1201    42.4280    -0.3782     1.2752     0.1732     0.1954    -0.1058 GR01
   13.8705    42.9755     2.5974     3.3498     0.1366     0.2416     0.2512 GRAM
    6.9206    43.7548    -0.0381     0.0450     0.0203     0.0218     0.1959 GRAS
    7.0166    45.1277     0.5878    -0.3312     0.0916     0.2094     0.1510 GRAV
   15.4935    47.0671     0.4869     0.5259     0.0228     0.0202     0.2048 GRAZ
   15.1009    41.0670    -0.1750     2.5518     0.1097     0.1477     0.1495 GRO1
   11.1093    42.7818    -0.6578     0.2574     0.2703     0.2603     0.1093 GROA
    9.8920    43.4263     0.0489     0.4252     0.0547     0.0778     0.1242 GROG
   13.8749    42.9684     0.9843     2.1989     0.4609     0.5516     0.0130 GROM
   15.0599    41.0728    -0.1102     2.5825     0.0613     0.0821     0.1798 GROT
   11.1481    44.2648     0.8689     3.6099     0.1642     0.1677     0.1375 GRZM
   14.5437    46.0481    -0.1013     2.1089     0.0808     0.1013     0.0947 GSR1
    9.1817    41.1619    -0.6666     0.7639     0.6788     0.4352     0.0507 GSTG
    9.1031    40.8984    -0.1862     0.9152     0.1188     0.2211     0.2560 GTEM
    9.5752    39.6976     1.5180    -1.2012     0.7864     0.5945    -0.0386 GTER
   13.3122    41.7944    -0.8695     1.3011     0.1177     0.2014     0.1722 GUAR
   10.6623    44.9177    -0.0158     1.4097     0.1096     0.1628     0.2208 GUAS
   12.5775    43.3510     1.0291     1.5517     0.0814     0.1467     0.0563 GUB2
   16.3191    47.0742     0.4059     0.6477     0.1483     0.1958    -0.0523 GUES
   13.3352    43.0628     1.8285     3.4718     0.1285     0.2824     0.3204 GUMA
   15.1550    37.2859    -1.3961     4.7580     0.1178     0.1301     0.1690 HAGA
   15.1219    36.9598    -1.5559     4.6169     0.0896     0.1046     0.1565 HAVL
   15.0324    37.2831    -0.5885     3.0432     0.3079     0.2476     0.0979 HCRL
   12.3849    46.7162    -0.7251    -0.9152     0.1397     0.6075     0.0127 HELM
    0.3363    50.8673    -0.1454     0.2018     0.0289     0.0358     0.0569 HERS
   11.3861    47.3129     0.2772     0.8991     0.0996     0.1611     0.0578 HFL2
   14.8719    37.3486    -1.5475     4.5502     0.1967     0.3221     0.3343 HLNI
   14.7831    36.9590    -2.0180     4.4480     0.0797     0.0764     0.0189 HMDC
   14.7065    36.7938    -1.3780     4.0593     0.2086     0.2873     0.2889 HSCI
   14.7155    37.1783    -2.9430     3.1998     0.0815     0.0954     0.0336 HVZN
   14.3564    38.5339    -1.0502     4.4782     0.1360     0.0992     0.0224 IACL
   12.0532    43.5916    -0.2797     0.9775     0.2851     0.3610    -0.0257 IEMO
    7.6394    45.0151     0.3751    -0.4221     0.0500     0.0690     0.0848 IENG
   14.5753    38.5642    -0.0275     3.2250     0.1353     0.1273     0.0553 IFIL
    8.5330    39.3113     0.3181     0.9117     0.1177     0.2073     0.2246 IGLE
   11.2138    43.7956     0.1971     2.0632     0.0809     0.1968     0.3110 IGMI
   14.2483    45.5672    -0.4200     2.2351     0.1508     0.1402     0.0133 ILIR
   11.7135    44.3536     1.7171     3.5065     0.2113     0.5179     0.3595 IM01
   11.7133    44.3534     0.8812     3.6184     0.2343     0.3980     0.2413 IMOL
    8.0135    43.8726     0.7761    -0.0765     0.2200     0.3748     0.1780 IMP3
